id,name,type,ra_hours,dec_deg,mag,size_arcmin
NGC4328,NGC4328,Galaxy,12.38890,15.8204,14.2,1.6
NGC4329,NGC4329,Galaxy,12.38909,-12.5586,14.7,1.1
NGC4330,NGC4330,Galaxy,12.38812,11.3680,13.1,2.3
NGC4331,NGC4331,Galaxy,12.37666,76.1725,14.7,1.6
NGC4332,NGC4332,Galaxy,12.37966,65.8438,13.2,2.0
NGC4333,NGC4333,Galaxy,12.38952,6.0407,14.3,0.8
NGC4334,NGC4334,Galaxy,12.38997,7.4732,14.1,2.0
NGC4335,NGC4335,Galaxy,12.38386,58.4446,13.6,1.9
NGC4336,NGC4336,Galaxy,12.39162,19.4269,13.2,1.5
NGC4337,NGC4337,Open Cluster,12.40092,-58.1238,8.9,6.6
NGC4339,NGC4339,Galaxy,12.39304,6.0817,11.4,2.3
NGC4340,NGC4340,Galaxy,12.39314,16.7224,11.2,2.8
NGC4341,NGC4341,Galaxy,12.39821,7.1071,13.3,1.7
NGC4342,NGC4342,Galaxy,12.39417,7.0540,12.5,1.2
NGC4343,NGC4343,Galaxy,12.39408,6.9541,12.3,1.9
NGC4344,NGC4344,Galaxy,12.39374,17.5409,13.3,1.3
NGC4346,NGC4346,Galaxy,12.39109,46.9938,12.1,3.1
NGC4347,NGC4347,Star,12.39790,-3.2404,,
NGC4348,NGC4348,Galaxy,12.39833,-3.4429,12.3,2.7
NGC4349,NGC4349,Open Cluster,12.40168,-61.8704,7.4,6.3
NGC4350,NGC4350,Galaxy,12.39941,16.6934,10.9,2.8
NGC4351,NGC4351,Galaxy,12.40042,12.2048,12.6,1.6
NGC4352,NGC4352,Galaxy,12.40139,11.2181,12.5,1.6
NGC4353,NGC4353,Galaxy,12.40007,7.7852,13.4,1.1
NGC4355,NGC4355,Galaxy,12.44851,-0.8776,13.4,1.4
NGC4356,NGC4356,Galaxy,12.40404,8.5359,13.4,2.0
NGC4357,NGC4357,Galaxy,12.39967,48.7795,12.7,3.5
NGC4358,NGC4358,Galaxy,12.40056,58.3852,14.2,1.1
NGC4359,NGC4359,Galaxy,12.40310,31.5219,13.7,1.4
NGC4360,NGC4360,Galaxy,12.40603,9.2928,13.3,1.4
NGC4360B,NGC4360B,Galaxy,12.40409,9.2669,14.9,0.5
NGC4361,NGC4361,Planetary Nebula,12.40854,-18.7848,10.9,1.1
NGC4362,NGC4362,Galaxy,12.40313,58.3607,15.0,1.3
NGC4363,NGC4363,Galaxy,12.39122,74.9522,14.5,0.8
NGC4365,NGC4365,Galaxy,12.40786,7.3177,9.4,5.1
NGC4366,NGC4366,Galaxy,12.41306,7.3530,14.9,0.8
NGC4367,NGC4367,Double Star,12.40976,12.1823,,
NGC4369,NGC4369,Galaxy,12.41006,39.3830,11.7,2.0
NGC4370,NGC4370,Galaxy,12.41525,7.4449,13.8,1.6
NGC4371,NGC4371,Galaxy,12.41540,11.7042,10.8,3.9
NGC4372,NGC4372,Globular Cluster,12.42927,-72.6591,9.8,12.0
NGC4373,NGC4373,Galaxy,12.42162,-39.7597,10.9,4.0
NGC4373A,NGC4373A,Galaxy,12.42715,-39.3197,12.2,2.8
NGC4373B,NGC4373B,Galaxy,12.44549,-39.1342,15.1,1.0
NGC4375,NGC4375,Galaxy,12.41680,28.5586,13.8,1.2
NGC4376,NGC4376,Galaxy,12.42168,5.7412,13.8,1.3
NGC4377,NGC4377,Galaxy,12.42009,14.7622,11.8,1.6
NGC4378,NGC4378,Galaxy,12.42169,4.9251,11.3,2.1
NGC4379,NGC4379,Galaxy,12.42076,15.6075,11.6,1.9
NGC4380,NGC4380,Galaxy,12.42282,10.0168,11.3,3.4
NGC4383,NGC4383,Galaxy,12.42376,16.4701,12.2,1.7
NGC4384,NGC4384,Galaxy,12.41999,54.5062,13.1,1.3
NGC4385,NGC4385,Galaxy,12.42856,0.5726,13.0,2.1
NGC4386,NGC4386,Galaxy,12.40788,75.5289,11.7,2.5
NGC4387,NGC4387,Galaxy,12.42824,12.8105,12.1,1.6
NGC4388,NGC4388,Galaxy,12.42965,12.6621,11.0,5.4
NGC4389,NGC4389,Galaxy,12.42642,45.6847,12.6,2.5
NGC4390,NGC4390,Galaxy,12.43074,10.4591,13.3,1.5
NGC4391,NGC4391,Galaxy,12.42189,64.9335,13.7,1.2
NGC4392,NGC4392,Galaxy,12.42193,45.8475,14.3,1.6
NGC4393,NGC4393,Galaxy,12.43090,27.5616,13.7,2.9
NGC4394,NGC4394,Galaxy,12.43209,18.2141,11.0,3.5
NGC4395,NGC4395,Galaxy,12.43024,33.5469,10.3,4.2
NGC4396,NGC4396,Galaxy,12.43301,15.6715,12.6,3.0
NGC4397,NGC4397,Other,12.43282,18.3010,,
NGC4398,NGC4398,Star,12.43540,10.6861,,
NGC4399,NGC4399,Other,12.42861,33.5161,,
NGC4400,NGC4400,Other,12.43220,33.5148,,
NGC4401,NGC4401,Other,12.43266,33.5284,,
NGC4402,NGC4402,Galaxy,12.43546,13.1133,11.8,3.5
NGC4403,NGC4403,Galaxy,12.43689,-7.6849,13.5,1.6
NGC4404,NGC4404,Galaxy,12.43784,-7.6808,14.2,1.6
NGC4405,NGC4405,Galaxy,12.43532,16.1810,12.9,1.5
NGC4407,NGC4407,Galaxy,12.44229,12.6110,12.2,2.1
NGC4408,NGC4408,Galaxy,12.43812,27.8712,15.2,0.6
NGC4409,NGC4409,Galaxy,12.44958,2.4944,12.8,1.8
NGC4410,NGC4410,Galaxy Pair,12.44135,9.0197,,1.2
NGC4410A,NGC4410A,Galaxy,12.44119,9.0199,16.1,0.6
NGC4410B,NGC4410B,Galaxy,12.44155,9.0192,14.2,0.6
NGC4410C,NGC4410C,Galaxy,12.44319,9.0355,14.8,0.8
NGC4411,NGC4411,Galaxy,12.44169,8.8722,12.8,1.6
NGC4411B,NGC4411B,Galaxy,12.44645,8.8846,12.4,1.9
NGC4412,NGC4412,Galaxy,12.44336,3.9647,13.2,1.5
NGC4414,NGC4414,Galaxy,12.44086,31.2235,10.2,1.9
NGC4415,NGC4415,Galaxy,12.44458,8.4357,13.6,1.3
NGC4416,NGC4416,Galaxy,12.44631,7.9190,11.6,1.6
NGC4417,NGC4417,Galaxy,12.44739,9.5843,11.2,3.1
NGC4419,NGC4419,Galaxy,12.44901,15.0474,11.1,3.9
NGC4421,NGC4421,Galaxy,12.45071,15.4615,11.4,2.6
NGC4422,NGC4422,Galaxy,12.45336,-5.8310,14.6,1.5
NGC4423,NGC4423,Galaxy,12.45249,5.8802,13.9,2.0
NGC4424,NGC4424,Galaxy,12.45322,9.4207,11.7,3.0
NGC4425,NGC4425,Galaxy,12.45370,12.7347,11.9,3.1
NGC4426,NGC4426,Double Star,12.45292,27.8382,,
NGC4428,NGC4428,Galaxy,12.45786,-8.1679,13.2,1.6
NGC4429,NGC4429,Galaxy,12.45736,11.1077,10.1,5.3
NGC4430,NGC4430,Galaxy,12.45734,6.2628,12.7,2.0
NGC4431,NGC4431,Galaxy,12.45761,12.2903,13.0,1.5
NGC4432,NGC4432,Galaxy,12.45916,6.2332,14.9,0.6
NGC4433,NGC4433,Galaxy,12.46072,-8.2784,12.7,2.0
NGC4434,NGC4434,Galaxy,12.46019,8.1543,12.1,1.4
NGC4435,Eyes,Galaxy,12.46125,13.0789,11.0,3.0
NGC4436,NGC4436,Galaxy,12.46146,12.3159,13.2,1.7
NGC4438,Eyes,Galaxy,12.46266,13.0088,10.9,9.2
NGC4439,NGC4439,Open Cluster,12.47399,-60.1032,8.4,4.5
NGC4440,NGC4440,Galaxy,12.46488,12.2933,11.8,1.8
NGC4441,NGC4441,Galaxy,12.45565,64.8015,12.7,4.1
NGC4442,NGC4442,Galaxy,12.46774,9.8037,10.6,4.3
NGC4444,NGC4444,Galaxy,12.47678,-43.2617,13.1,2.3
NGC4445,NGC4445,Galaxy,12.47109,9.4362,12.8,2.5
NGC4446,NGC4446,Galaxy,12.46855,13.9117,14.6,1.0
NGC4447,NGC4447,Galaxy,12.47015,13.8992,14.8,0.8
NGC4448,NGC4448,Galaxy,12.47095,28.6203,11.1,1.6
NGC4449,NGC4449,Galaxy,12.46975,44.0936,9.6,4.7
NGC4450,NGC4450,Galaxy,12.47490,17.0849,10.9,5.5
NGC4451,NGC4451,Galaxy,12.47793,9.2588,12.5,1.4
NGC4452,NGC4452,Galaxy,12.47870,11.7550,11.9,3.4
NGC4453,NGC4453,Galaxy Pair,12.47978,6.5075,,1.2
NGC4454,NGC4454,Galaxy,12.48076,-1.9392,11.9,2.2
NGC4455,NGC4455,Galaxy,12.47892,22.8204,13.1,1.6
NGC4456,NGC4456,Galaxy,12.46456,-30.0979,14.1,1.3
NGC4457,NGC4457,Galaxy,12.48306,3.5706,10.6,2.8
NGC4458,NGC4458,Galaxy,12.48266,13.2419,12.1,1.6
NGC4459,NGC4459,Galaxy,12.48334,13.9784,10.2,4.2
NGC4460,NGC4460,Galaxy,12.47932,44.8642,12.4,3.9
NGC4461,NGC4461,Galaxy,12.48417,13.1837,11.0,3.6
NGC4462,NGC4462,Galaxy,12.48923,-23.1664,11.8,3.6
NGC4463,NGC4463,Open Cluster,12.49867,-64.7897,7.2,4.8
NGC4464,NGC4464,Galaxy,12.48925,8.1566,12.6,1.0
NGC4465,NGC4465,Galaxy,12.48987,8.0260,15.2,0.3
NGC4466,NGC4466,Galaxy,12.49182,7.6964,14.3,0.9
NGC4467,NGC4467,Galaxy,12.49174,7.9929,14.2,0.6
NGC4468,NGC4468,Galaxy,12.49192,14.0491,13.0,1.5
NGC4469,NGC4469,Galaxy,12.49112,8.7499,11.0,2.9
NGC4470,NGC4470,Galaxy,12.49383,7.8242,13.1,1.3
NGC4471,NGC4471,Galaxy,12.49362,7.9328,15.2,0.4
NGC4473,NGC4473,Galaxy,12.49691,13.4294,10.1,4.3
NGC4474,NGC4474,Galaxy,12.49821,14.0686,11.6,2.3
NGC4475,NGC4475,Galaxy,12.49655,27.2433,13.8,1.1
NGC4476,NGC4476,Galaxy,12.49974,12.3487,12.2,1.7
NGC4477,NGC4477,Galaxy,12.50061,13.6366,10.3,3.7
NGC4478,NGC4478,Galaxy,12.50484,12.3286,11.4,1.8
NGC4479,NGC4479,Galaxy,12.50510,13.5776,12.5,1.4
NGC4480,NGC4480,Galaxy,12.50744,4.2466,12.4,1.9
NGC4481,NGC4481,Galaxy,12.49685,64.0330,14.8,1.2
NGC4482,NGC4482,Galaxy,12.50287,10.7795,13.0,1.5
NGC4483,NGC4483,Galaxy,12.51129,9.0157,12.2,1.6
NGC4484,NGC4484,Galaxy,12.48130,-11.6521,14.2,1.3
NGC4485,NGC4485,Galaxy,12.50865,41.7012,12.2,2.0
NGC4486A,NGC4486A,Galaxy,12.51603,12.2704,12.5,0.9
NGC4486B,NGC4486B,Galaxy,12.50888,12.4902,13.4,0.4
NGC4487,NGC4487,Galaxy,12.51791,-8.0539,11.4,3.5
NGC4488,NGC4488,Galaxy,12.51427,8.3600,12.0,2.8
NGC4489,NGC4489,Galaxy,12.51451,16.7589,12.7,1.7
NGC4490,NGC4490,Galaxy,12.51007,41.6439,9.7,6.7
NGC4491,NGC4491,Galaxy,12.51586,11.4835,12.4,1.6
NGC4492,NGC4492,Galaxy,12.51659,8.0779,12.0,2.1
NGC4493,NGC4493,Galaxy,12.51899,0.6137,14.7,1.5
NGC4494,NGC4494,Galaxy,12.52336,25.7752,9.8,4.3
NGC4495,NGC4495,Galaxy,12.52302,29.1365,13.5,1.3
NGC4496,NGC4496,Galaxy Pair,12.52778,3.9328,,3.5
NGC4496A,NGC4496A,Galaxy,12.52756,3.9395,11.6,3.4
NGC4496B,NGC4496B,Galaxy,12.52802,3.9263,14.5,1.1
NGC4497,NGC4497,Galaxy,12.52570,11.6247,12.5,2.0
NGC4498,NGC4498,Galaxy,12.52766,16.8528,12.8,2.9
NGC4499,NGC4499,Galaxy,12.53471,-39.9825,13.1,2.0
NGC4500,NGC4500,Galaxy,12.52282,57.9646,12.5,1.5
NGC4502,NGC4502,Galaxy,12.53426,16.6877,14.6,1.0
NGC4503,NGC4503,Galaxy,12.53506,11.1764,11.0,3.5
NGC4504,NGC4504,Galaxy,12.53818,-7.5634,11.6,3.2
NGC4506,NGC4506,Galaxy,12.53626,13.4196,13.6,1.6
NGC4507,NGC4507,Galaxy,12.59351,-39.9093,13.1,1.4
NGC4508,NGC4508,Double Star,12.53817,5.8200,,
NGC4509,NGC4509,Galaxy,12.55189,32.0916,14.1,0.7
NGC4510,NGC4510,Galaxy,12.52978,64.2338,14.1,1.5
NGC4511,NGC4511,Galaxy,12.53559,56.4712,14.5,0.9
NGC4512,NGC4512,Galaxy,12.54657,63.9392,13.0,2.6
NGC4513,NGC4513,Galaxy,12.53376,66.3326,14.0,2.1
NGC4514,NGC4514,Galaxy,12.54527,29.7124,14.0,1.0
NGC4515,NGC4515,Galaxy,12.55138,16.2655,12.7,1.4
NGC4516,NGC4516,Galaxy,12.55209,14.5749,13.5,1.8
NGC4517,NGC4517,Galaxy,12.54600,0.1150,10.5,9.0
NGC4517A,NGC4517A,Galaxy,12.54115,0.3897,12.2,2.0
NGC4518,NGC4518,Galaxy,12.55327,7.8516,14.5,1.2
NGC4519,NGC4519,Galaxy,12.55840,8.6547,12.0,2.3
NGC4519A,NGC4519A,Galaxy,12.55686,8.6907,15.7,0.6
NGC4520,NGC4520,Galaxy,12.56386,-7.3756,14.7,0.8
NGC4522,NGC4522,Galaxy,12.56103,9.1750,12.9,3.5
NGC4523,NGC4523,Galaxy,12.56333,15.1683,13.6,1.2
NGC4524,NGC4524,Galaxy,12.56511,-12.0276,14.2,1.2
NGC4525,NGC4525,Galaxy,12.56421,30.2775,13.0,2.0
NGC4526,NGC4526,Galaxy,12.56752,7.6995,9.6,7.0
NGC4527,NGC4527,Galaxy,12.56901,2.6537,10.5,6.3
NGC4528,NGC4528,Galaxy,12.56835,11.3212,12.0,1.6
NGC4529,NGC4529,Galaxy,12.54768,20.1835,15.1,1.1
NGC4530,NGC4530,Star,12.56325,41.3535,,
NGC4531,NGC4531,Galaxy,12.57108,13.0753,12.4,3.0
NGC4532,NGC4532,Galaxy,12.57204,6.4677,11.9,2.5
NGC4533,NGC4533,Galaxy,12.57278,2.3254,14.2,1.8
NGC4534,NGC4534,Galaxy,12.56817,35.5183,13.2,2.8
NGC4535,NGC4535,Galaxy,12.57231,8.1978,9.9,8.2
NGC4536,NGC4536,Galaxy,12.57418,2.1881,10.5,7.1
NGC4537,NGC4537,Galaxy,12.58025,50.8052,15.2,1.3
NGC4538,NGC4538,Galaxy,12.57803,3.3237,14.6,0.7
NGC4539,NGC4539,Galaxy,12.57632,18.2027,12.1,2.7
NGC4540,NGC4540,Galaxy,12.58080,15.5517,12.3,2.2
NGC4541,NGC4541,Galaxy,12.58629,-0.2211,13.9,1.6
NGC4543,NGC4543,Galaxy,12.58896,6.1151,14.3,1.0
NGC4544,NGC4544,Galaxy,12.59349,3.0345,13.8,1.9
NGC4545,NGC4545,Galaxy,12.57615,63.5251,13.1,2.4
NGC4546,NGC4546,Galaxy,12.59153,-3.7932,10.6,3.2
NGC4547,NGC4547,Galaxy,12.58107,58.9168,15.0,1.2
NGC4549,NGC4549,Galaxy,12.58924,58.9497,15.9,0.6
NGC4550,NGC4550,Galaxy,12.59183,12.2208,12.0,3.2
NGC4551,NGC4551,Galaxy,12.59388,12.2640,12.0,1.7
NGC4553,NGC4553,Galaxy,12.60211,-39.4387,12.2,2.6
NGC4554,NGC4554,Double Star,12.59987,11.2654,,
NGC4555,NGC4555,Galaxy,12.59477,26.5231,13.4,1.4
NGC4556,NGC4556,Galaxy,12.59607,26.9089,14.2,1.3
NGC4557,NGC4557,Other,12.59715,27.0538,,
NGC4558,NGC4558,Galaxy,12.59796,26.9921,14.9,0.7
NGC4559,NGC4559,Galaxy,12.59935,27.9600,9.9,10.6
NGC4559A,NGC4559A,Galaxy,12.61484,27.8620,14.5,0.4
NGC4559B,NGC4559B,Galaxy,12.61498,27.7491,15.3,0.6
NGC4559C,NGC4559C,HII Region,12.59781,27.9321,,
NGC4561,NGC4561,Galaxy,12.60228,19.3229,12.6,1.3
NGC4562,NGC4562,Galaxy,12.59300,25.8500,14.4,1.9
NGC4563,NGC4563,Galaxy,12.60358,26.9414,15.6,0.6
NGC4564,NGC4564,Galaxy,12.60749,11.4393,11.3,3.1
NGC4565,Needle Galaxy,Galaxy,12.60577,25.9877,10.9,16.8
NGC4565B,NGC4565B,Galaxy,12.59491,26.2222,15.1,0.8
NGC4565C,NGC4565C,Galaxy,12.59484,26.2858,16.4,1.0
NGC4566,NGC4566,Galaxy,12.60003,54.2210,13.2,1.1
NGC4567,Butterfly Galaxies,Galaxy,12.60909,11.2580,11.3,2.7
NGC4568,Butterfly Galaxies,Galaxy,12.60952,11.2389,10.8,4.3
NGC4570,NGC4570,Galaxy,12.61483,7.2466,11.1,3.9
NGC4571,NGC4571,Galaxy,12.61566,14.2174,11.3,3.6
NGC4572,NGC4572,Galaxy,12.59592,74.2456,14.8,1.5
NGC4573,NGC4573,Galaxy,12.62883,-43.6211,12.9,2.5
NGC4574,NGC4574,Galaxy,12.62875,-35.5176,13.0,1.8
NGC4575,NGC4575,Galaxy,12.63087,-40.5374,12.6,2.1
NGC4576,NGC4576,Galaxy,12.62599,4.3677,13.5,1.2
NGC4577,NGC4577,Galaxy,12.65346,6.0123,13.8,1.4
NGC4578,NGC4578,Galaxy,12.62516,9.5551,11.4,2.5
NGC4580,NGC4580,Galaxy,12.63011,5.3685,12.6,1.9
NGC4581,NGC4581,Galaxy,12.63477,1.4778,12.4,1.6
NGC4582,NGC4582,Star,12.63617,0.1827,14.3,
NGC4583,NGC4583,Galaxy,12.63459,33.4588,14.5,1.5
NGC4584,NGC4584,Galaxy,12.63830,13.1099,13.8,1.6
NGC4585,NGC4585,Galaxy,12.63702,28.9370,14.2,0.8
NGC4586,NGC4586,Galaxy,12.64122,4.3191,11.6,3.4
NGC4587,NGC4587,Galaxy,12.64317,2.6573,13.8,1.3
NGC4588,NGC4588,Galaxy,12.64595,6.7682,15.0,1.2
NGC4589,NGC4589,Galaxy,12.62361,74.1919,10.7,2.9
NGC4592,NGC4592,Galaxy,12.65521,-0.5320,11.9,4.1
NGC4593,NGC4593,Galaxy,12.66095,-5.3442,11.4,2.4
NGC4595,NGC4595,Galaxy,12.66442,15.2978,12.9,1.5
NGC4596,NGC4596,Galaxy,12.66554,10.1761,10.5,3.9
NGC4597,NGC4597,Galaxy,12.67026,-5.7993,12.9,3.5
NGC4598,NGC4598,Galaxy,12.66998,8.3837,13.5,1.5
NGC4599,NGC4599,Galaxy,12.67419,1.1969,13.5,1.7
NGC4600,NGC4600,Galaxy,12.67304,3.1178,13.3,1.4
NGC4601,NGC4601,Galaxy,12.67965,-40.8931,13.9,1.8
NGC4602,NGC4602,Galaxy,12.67690,-5.1330,11.8,1.3
NGC4603,NGC4603,Galaxy,12.68200,-40.9764,11.7,2.6
NGC4603A,NGC4603A,Galaxy,12.66026,-40.7400,14.3,1.8
NGC4603B,NGC4603B,Galaxy,12.67493,-41.0698,15.4,1.3
NGC4603C,NGC4603C,Galaxy,12.67864,-40.7634,14.2,1.8
NGC4603D,NGC4603D,Galaxy,12.70225,-40.8209,13.2,1.6
NGC4604,NGC4604,Galaxy,12.67918,-5.3029,14.4,1.1
NGC4605,NGC4605,Galaxy,12.66649,61.6092,10.3,5.9
NGC4606,NGC4606,Galaxy,12.68265,11.9122,11.9,2.5
NGC4607,NGC4607,Galaxy,12.68678,11.8866,12.8,2.9
NGC4608,NGC4608,Galaxy,12.68703,10.1557,11.1,2.9
NGC4609,Coalsack Cluster,Open Cluster,12.70467,-62.9958,6.9,5.4
NGC4611,NGC4611,Galaxy,12.69040,13.7295,15.0,1.2
NGC4612,NGC4612,Galaxy,12.69243,7.3149,12.1,2.6
NGC4613,NGC4613,Galaxy,12.69138,26.0886,15.4,0.5
NGC4614,NGC4614,Galaxy,12.69208,26.0427,14.3,1.0
NGC4615,NGC4615,Galaxy,12.69370,26.0728,13.9,1.5
NGC4616,NGC4616,Galaxy,12.70457,-40.6421,13.3,1.3
NGC4617,NGC4617,Galaxy,12.68496,50.3934,14.1,2.8
NGC4618,NGC4618,Galaxy,12.69246,41.1508,10.8,3.6
NGC4619,NGC4619,Galaxy,12.69571,35.0628,13.5,1.4
NGC4620,NGC4620,Galaxy,12.69982,12.9428,13.4,1.6
NGC4622,NGC4622,Galaxy,12.71045,-40.7442,13.0,1.8
NGC4622A,NGC4622A,Galaxy,12.73031,-40.7146,14.7,0.7
NGC4622B,NGC4622B,Galaxy,12.73072,-40.7175,15.3,1.1
NGC4623,NGC4623,Galaxy,12.70297,7.6769,13.1,2.2
NGC4625,NGC4625,Galaxy,12.69798,41.2740,12.5,1.4
NGC4626,NGC4626,Galaxy,12.70703,-7.0443,13.7,1.6
NGC4627,NGC4627,Galaxy,12.69991,32.5736,12.5,2.4
NGC4628,NGC4628,Galaxy,12.70702,-6.9710,14.5,1.6
NGC4629,NGC4629,Galaxy,12.70907,-1.3507,13.9,1.0
NGC4630,NGC4630,Galaxy,12.70865,3.9603,13.0,1.7
NGC4631,Whale Galaxy,Galaxy,12.70222,32.5415,9.2,14.4
NGC4632,NGC4632,Galaxy,12.70890,-0.0826,11.9,2.6
NGC4633,NGC4633,Galaxy,12.71038,14.3572,13.1,1.8
NGC4634,NGC4634,Galaxy,12.71138,14.2958,12.3,2.5
NGC4635,NGC4635,Galaxy,12.71090,19.9453,13.0,1.9
NGC4636,NGC4636,Galaxy,12.71384,2.6878,10.0,6.3
NGC4637,NGC4637,Galaxy,12.71503,11.4383,14.9,1.3
NGC4638,NGC4638,Galaxy,12.71317,11.4425,11.1,2.3
NGC4639,NGC4639,Galaxy,12.71455,13.2574,11.6,2.9
NGC4640,NGC4640,Galaxy,12.71605,12.2870,14.2,1.6
NGC4641,NGC4641,Galaxy,12.71879,12.0512,13.7,1.3
NGC4642,NGC4642,Galaxy,12.72161,-0.6442,13.8,1.6
NGC4643,NGC4643,Galaxy,12.72226,1.9783,10.7,2.2
NGC4644,NGC4644,Galaxy,12.71185,55.1455,13.8,1.5
NGC4645,NGC4645,Galaxy,12.73611,-41.7499,11.8,2.0
NGC4645A,NGC4645A,Galaxy,12.71821,-41.3589,12.4,3.0
NGC4645B,NGC4645B,Galaxy,12.72533,-41.3625,13.0,2.2
NGC4646,NGC4646,Galaxy,12.71448,54.8560,13.3,0.6
NGC4647,NGC4647,Galaxy,12.72564,11.5819,11.6,2.8
NGC4648,NGC4648,Galaxy,12.69566,74.4209,12.0,1.4
NGC4650,NGC4650,Galaxy,12.73877,-40.7318,11.8,3.0
NGC4650A,NGC4650A,Galaxy,12.74696,-40.7143,13.6,1.5
NGC4651,Umbrella Galaxy,Galaxy,12.72851,16.3934,10.8,3.9
NGC4652,NGC4652,Galaxy,12.72215,58.9649,15.3,1.1
NGC4653,NGC4653,Galaxy,12.73081,-0.5612,12.4,2.3
NGC4654,NGC4654,Galaxy,12.73238,13.1267,10.5,4.7
NGC4655,NGC4655,Galaxy,12.72680,41.0185,14.8,0.9
NGC4656,NGC4656,Galaxy Pair,12.73270,32.1681,,8.0
NGC4657,NGC4657,Galaxy,12.73531,32.2088,14.5,1.9
NGC4658,NGC4658,Galaxy,12.74383,-10.0831,12.4,1.4
NGC4659,NGC4659,Galaxy,12.74150,13.4986,13.0,1.8
NGC4660,NGC4660,Galaxy,12.74222,11.1905,11.3,2.1
NGC4661,NGC4661,Galaxy,12.75415,-40.8243,14.7,1.2
NGC4662,NGC4662,Galaxy,12.74061,37.1212,12.8,1.8
NGC4663,NGC4663,Galaxy,12.74640,-10.1978,14.0,1.1
NGC4664,NGC4664,Galaxy,12.75166,3.0558,10.5,4.5
NGC4666,NGC4666,Galaxy,12.75239,-0.4619,10.8,5.0
NGC4668,NGC4668,Galaxy,12.75889,-0.5357,13.1,1.6
NGC4669,NGC4669,Galaxy,12.74632,54.8757,13.2,1.5
NGC4670,NGC4670,Galaxy,12.75474,27.1254,12.8,1.0
NGC4671,NGC4671,Galaxy,12.76323,-7.0697,13.5,1.7
NGC4672,NGC4672,Galaxy,12.77104,-41.7060,14.2,2.1
NGC4673,NGC4673,Galaxy,12.75963,27.0608,14.8,1.1
NGC4674,NGC4674,Galaxy,12.76763,-8.6554,14.0,1.8
NGC4675,NGC4675,Galaxy,12.75886,54.7376,14.8,1.3
NGC4676,Mice Galaxy,Galaxy Pair,12.76964,30.7272,,3.0
NGC4676A,NGC4676A,Galaxy,12.76948,30.7319,14.5,2.2
NGC4676B,NGC4676B,Galaxy,12.76979,30.7227,14.3,1.0
NGC4677,NGC4677,Galaxy,12.78254,-41.5825,12.8,1.5
NGC4678,NGC4678,Galaxy,12.82829,-4.5797,14.3,1.0
NGC4679,NGC4679,Galaxy,12.79174,-39.5709,13.5,2.4
NGC4680,NGC4680,Galaxy,12.78186,-11.6371,13.2,1.4
NGC4681,NGC4681,Galaxy,12.79134,-43.3348,13.4,1.4
NGC4682,NGC4682,Galaxy,12.78764,-10.0634,13.1,2.6
NGC4683,NGC4683,Galaxy,12.79510,-41.5283,12.8,1.4
NGC4684,NGC4684,Galaxy,12.78820,-2.7274,11.6,3.0
NGC4685,NGC4685,Galaxy,12.78651,19.4644,13.6,1.6
NGC4686,NGC4686,Galaxy,12.77774,54.5343,12.6,1.9
NGC4687,NGC4687,Galaxy,12.78994,35.3521,13.0,1.0
NGC4688,NGC4688,Galaxy,12.79626,4.3361,12.9,3.7
NGC4689,NGC4689,Galaxy,12.79599,13.7628,10.9,3.8
NGC4690,NGC4690,Galaxy,12.79876,-1.6561,13.6,1.6
NGC4691,NGC4691,Galaxy,12.80379,-3.3327,11.0,3.0
NGC4692,NGC4692,Galaxy,12.79870,27.2224,12.7,1.0
NGC4693,NGC4693,Galaxy,12.78588,71.1761,13.9,1.0
NGC4694,NGC4694,Galaxy,12.80419,10.9836,12.5,2.0
NGC4695,NGC4695,Galaxy,12.79225,54.3748,13.4,1.1
NGC4696,NGC4696,Galaxy,12.81368,-41.3108,10.3,3.9
NGC4696A,NGC4696A,Galaxy,12.78212,-41.4967,14.6,1.7
NGC4696B,NGC4696B,Galaxy,12.78938,-41.2375,12.7,1.3
NGC4696C,NGC4696C,Galaxy,12.80074,-40.8186,14.7,2.3
NGC4696D,NGC4696D,Galaxy,12.80602,-41.7140,14.0,1.4
NGC4696E,NGC4696E,Galaxy,12.80726,-40.9365,14.6,1.4
NGC4697,NGC4697,Galaxy,12.80997,-5.8007,9.4,7.1
NGC4698,NGC4698,Galaxy,12.80636,8.4874,10.7,3.8
NGC4699,NGC4699,Galaxy,12.81729,-8.6649,9.5,4.0
NGC4700,NGC4700,Galaxy,12.81893,-11.4099,12.2,2.7
NGC4701,NGC4701,Galaxy,12.81989,3.3887,12.4,1.7
NGC4702,NGC4702,Galaxy,12.81708,27.1791,16.0,0.6
NGC4703,NGC4703,Galaxy,12.82194,-9.1084,13.6,1.7
NGC4704,NGC4704,Galaxy,12.81290,41.9213,13.7,1.0
NGC4705,NGC4705,Galaxy,12.82360,-5.1959,12.6,3.6
NGC4706,NGC4706,Galaxy,12.83171,-41.2796,12.9,1.5
NGC4707,NGC4707,Galaxy,12.80635,51.1647,13.0,2.2
NGC4708,NGC4708,Galaxy,12.82819,-11.0930,13.9,1.2
NGC4709,NGC4709,Galaxy,12.83441,-41.3820,11.1,3.1
NGC4710,NGC4710,Galaxy,12.82745,15.1654,10.7,4.4
NGC4711,NGC4711,Galaxy,12.81274,35.3327,14.3,1.2
NGC4712,NGC4712,Galaxy,12.82617,25.4699,13.0,1.6
NGC4713,NGC4713,Galaxy,12.83274,5.3114,11.7,1.7
